,batter_id,batter,age,season,level,bats,throws,bat_speed,bat_to_ball,swing_decision,attack_angle,n_pa
5936,687263,Neto_Zach,22,2023,AA,R,R,0.613843352,-1.042872070,1.373598010,1.283345350,24
5937,687263,Neto_Zach,22,2023,AAA,R,L,0.567105263,-0.390008047,2.143944680,1.301482702,9
5938,687263,Neto_Zach,22,2023,AAA,R,R,0.567105263,-0.256375246,-2.379926261,1.301482702,7
5939,687263,Neto_Zach,22,2023,MLB,R,L,0.096401028,0.538185870,-1.835827878,1.177768526,67
5940,687263,Neto_Zach,22,2023,MLB,R,R,0.096401028,-0.403855830,0.478315545,1.177768526,262
5941,687272,Flint_Tucker,22,2023,AA,L,L,0.662416515,0.269906459,-0.359336649,-0.659697188,161
5942,687272,Flint_Tucker,22,2023,AA,L,R,0.662416515,-0.386176848,-0.582924573,-0.659697188,346
5943,687279,Glass_Logan,22,2023,A,R,L,0.784313725,-0.768617596,-0.891813821,1.191877199,36
5944,687279,Glass_Logan,22,2023,A,R,R,0.784313725,-1.190950763,-1.156201147,1.191877199,169
5945,687282,Rincones_Gabriel,22,2023,A,L,L,1.851211073,0.093847546,-0.348709085,-0.522225776,54
5946,687282,Rincones_Gabriel,22,2023,A,L,R,1.851211073,-0.338932053,0.502695094,-0.522225776,159
5947,687282,Rincones_Gabriel,22,2023,A+,L,L,1.567313345,0.461859223,-0.008491657,-0.679682101,51
5948,687282,Rincones_Gabriel,22,2023,A+,L,R,1.567313345,0.265304556,0.266469532,-0.679682101,276
5949,687284,Gavello_Thomas,22,2023,A,L,L,0.046136101,-0.663437236,-1.654469656,2.151263192,52
5950,687284,Gavello_Thomas,22,2023,A,L,R,0.046136101,-0.774708295,0.183427541,2.151263192,211
5951,687284,Gavello_Thomas,22,2023,A+,L,L,-0.272780717,-1.517400153,-0.607094204,2.209053214,38
5952,687284,Gavello_Thomas,22,2023,A+,L,R,-0.272780717,-2.721287620,-0.060490302,2.209053214,68
5953,687285,Schreffler_Troy,22,2023,A,R,L,0.651672434,0.731129834,1.240329795,-1.702270547,38
